txn_id,amount_deviation,new_device,new_location,odd_hour,velocity,is_fraud
t11,-0.060360777058279344,1,0,0,1,0
t130,-0.1125255449591281,0,0,0,1,0
t710,-0.28947318281413736,0,0,0,1,0
t923,-0.10538733987033566,0,1,0,1,0
t469,0.2956649061339747,0,0,0,1,0
t622,-0.0634382811972164,0,0,0,1,0
t615,-0.041313446600219836,0,0,0,1,0
t256,-0.2134890235053912,0,1,0,1,0
t634,-0.1952328243314633,0,0,0,1,0
t194,0.13267716431294016,0,1,0,1,0
t964,0.05446565410210848,0,0,0,1,0
t355,0.09058193752187121,0,0,0,1,0
t308,0.13270776542951004,1,0,0,1,0
t614,-0.051935518654302314,0,1,0,1,0
t369,0.15502436436240752,1,0,0,1,0
t495,-0.22305353366925415,0,1,0,1,0
t828,-0.18446658334104213,0,0,0,1,0
t357,0.23593591136977177,0,0,0,1,0
t129,0.2739775830880006,0,0,0,1,0
t94,0.004953796322758926,0,0,0,1,0
t422,0.2737132027394581,0,0,0,1,0
t769,-0.14390351071677637,0,1,0,1,0
t553,0.09324546338829855,0,0,0,1,0
t821,0.2522700864999785,0,0,0,1,0
t834,-0.046947271045328344,0,0,0,1,0
t503,0.08991738797308468,1,0,0,1,0
t867,0.26103574971011867,0,0,1,1,0
t171,1.7421719780028873,1,0,1,1,1
t189,5.511646956432704,1,0,1,1,1
t643,0.23638173749485697,0,0,1,1,0
t624,0.6021001622177184,0,1,1,1,1
t606,4.137566604103947,1,1,1,1,1
t326,2.9457864950223627,0,1,1,1,1
t150,4.707488930517712,1,1,1,1,1
t380,-0.19608026514779983,0,0,1,1,0
t476,1.835224403484409,0,1,1,1,1
t986,0.19230769230769237,0,0,1,1,0
t527,1.5004683489092117,1,1,1,1,1
t249,4.833904672578011,1,0,1,1,1
t632,-0.01610473049806676,0,1,0,1,0
t768,-0.1627752989833547,0,0,0,1,0
t445,-0.057331389454939596,0,0,0,1,0
t975,-0.07074087631531548,0,0,0,1,0
t217,0.025981310907609696,1,0,0,1,0
t204,0.16476336523716356,0,0,0,1,0
t705,6.4436649923272675,1,0,0,1,1
t792,0.014807839235265761,0,1,0,1,0
t203,0.16974248003590156,0,0,0,1,0
t977,0.12164068561754937,0,0,0,1,0
t993,0.28470408552882775,0,0,0,1,0
t665,-0.13742878600526479,0,0,0,1,0
t644,0.1583162320436459,0,0,0,1,0
t155,-0.2213697515200843,0,0,0,1,0
t830,-0.04594632711447788,1,0,0,1,0
t219,0.23822532769444954,0,0,0,1,0
t187,0.27380892794577166,0,0,0,2,0
t667,-0.08286023453079858,0,0,0,1,0
t165,0.009226524310869651,0,0,0,1,0
t117,-0.05512967368637466,0,0,0,1,0
t418,0.059971907791456676,0,0,0,1,0
t516,2.0571503201237156,0,0,0,1,1
t439,-0.29471900268573975,0,1,0,1,0
t343,-0.15530811419860485,0,0,0,1,0
t639,-0.08770182428182018,0,0,0,1,0
t456,0.06397518204144952,0,0,0,2,0
t599,0.020562956448853725,0,0,0,1,0
t786,0.07341897061703966,1,0,0,1,0
t875,0.15262363356369626,0,0,0,1,0
t712,-0.1900521739130435,0,0,0,1,0
t109,-0.27634881990084903,0,0,0,1,0
t168,-0.23779917302990974,0,0,0,1,0
t798,3.6012830947479295,1,1,0,1,1
t953,0.11171120828152713,0,0,0,1,0
t427,0.2851078233643146,0,0,0,1,0
t805,-0.09194231012399305,0,0,0,1,0
t531,0.2140981005894396,0,0,0,1,0
t593,5.678759946025497,0,1,0,1,1
t407,-0.1390150037243287,0,0,0,1,0
t370,-0.008642256083693324,0,0,0,1,0
t870,-0.040896338576061966,0,0,0,1,0
t340,0.23079261899769338,0,0,0,1,0
t863,0.10386098651152582,0,0,0,1,0
t691,0.08763027171959947,0,0,0,1,0
t124,1.3462605717480953,0,0,0,1,0
t114,0.23053913043478266,1,0,0,1,0
t417,0.10288357864647325,0,0,0,1,0
t800,-0.15493253514284375,0,0,0,1,0
t984,-0.04679173548568046,0,0,0,1,0
t733,0.5354014965458803,0,0,0,1,0
t379,-0.175960905496459,0,0,1,1,0
t749,0.15931842007071656,0,0,1,1,0
t45,0.25246305418719195,0,0,1,1,0
t958,0.11993903019910437,1,0,1,1,0
t345,2.785933617705775,1,1,1,1,1
t572,0.29294668687146985,0,1,1,1,0
t838,6.285278825847958,0,0,0,1,1
t997,0.2987733277416649,0,0,0,1,0
t763,0.5372283106696478,0,0,0,1,0
t166,0.1009293086936473,0,1,0,1,0
t136,0.10709152336046952,0,0,0,1,0
t642,-0.03243598161523313,0,0,0,1,0
t687,0.19522598991770437,0,0,0,1,0
t282,0.21758054069218175,0,0,0,1,0
t118,-0.07959949326294712,0,0,0,1,0
t274,0.0880485625689809,0,0,0,1,0
t898,-0.04938626912063087,0,0,0,1,0
t33,-0.2378484092828701,0,0,0,1,0
t332,-0.11747136999858622,0,0,0,1,0
t86,0.2015742943577995,1,0,0,1,0
t51,-0.29667343533442925,0,0,0,1,0
t518,0.07365306242083022,0,0,0,1,0
t661,0.045578319248053695,0,0,0,1,0
t529,-0.005945167996304265,0,0,0,1,0
t46,-0.1226041528018101,0,1,0,1,0
t74,-0.0277515032768055,0,0,0,1,0
t985,-0.04479598627962934,0,0,0,1,0
t807,0.09150489899918564,0,1,0,1,0
t390,-0.07099898014621092,0,0,0,1,0
t7,-0.13981287259177333,0,0,0,1,0
t430,0.17061548807102514,0,0,0,1,0
t827,0.17087760193417248,0,0,0,1,0
t628,-0.2519600362869554,0,0,0,1,0
t952,-0.05891378427079698,1,0,0,1,0
t404,-0.0035378891735117295,0,0,0,1,0
t260,-0.07195877993001414,0,0,0,1,0
t434,-0.25531593302783173,0,0,0,1,0
t784,6.878676386918625,1,1,0,1,1
t221,-0.15821778429795086,0,0,0,1,0
t713,-0.08248797953964192,0,0,0,1,0
t990,0.04329409863045903,0,0,0,1,0
t645,0.26170910629893485,1,0,0,1,0
t19,0.08992603916301421,0,0,0,1,0
t912,4.891543252406322,1,0,0,1,1
t135,-0.045592493494117335,0,0,0,1,0
t559,0.21125077159559907,0,0,0,1,0
t60,-0.28373877386732405,0,0,0,1,0
t902,1.0452452876022116,0,0,0,1,0
t412,0.12034953931084985,0,0,0,1,0
t116,0.269628958566532,0,0,0,1,0
t671,0.2390250294849954,0,0,0,1,0
t511,0.02356720491244036,0,0,0,1,0
t641,0.2959304437125072,0,0,0,1,0
t432,-0.11240920716112525,0,0,0,1,0
t740,-0.2607011849447545,0,0,0,1,0
t169,-0.02122747983598857,0,0,0,1,0
t40,-0.2351434574250724,0,0,0,1,0
t268,-0.17948704472591578,1,0,0,1,0
t270,3.5005429953598575,0,1,1,1,1
t224,-0.08293064079319679,0,0,1,1,0
t796,-0.02700155394905744,0,0,1,1,0
t352,-0.25331661856636695,0,0,1,1,0
t853,-0.02836909763276395,1,0,1,1,0
t732,0.8435407223514174,1,0,1,1,1
t349,0.2692151687040955,1,0,1,1,0
t795,4.800258325146167,1,0,1,1,1
t23,2.7054666596160963,0,1,1,1,1
t723,1.14145640973963,1,0,1,1,1
t233,0.2233277150260372,0,0,0,1,0
t398,0.290927597525565,0,0,0,1,0
t650,6.60942565564568,1,1,0,1,1
t888,0.27345245246643657,0,0,0,1,0
t175,0.22202306576471773,1,0,0,1,0
t30,-0.11148928665902477,0,0,0,1,0
t925,-0.16054384850521833,1,0,0,1,0
t916,-0.2793312732042419,0,0,0,1,0
t574,0.04315700836740722,0,0,0,1,0
t832,-0.2058965394622418,1,0,0,1,0
t200,2.664765112506172,1,1,0,1,1
t275,0.011280128915759087,0,0,0,1,0
t566,0.23919184181548322,0,1,0,1,0
t181,-0.2610370829243587,0,0,0,1,0
t373,-0.03412929186125064,0,0,0,1,0
t280,0.0684630340838046,0,0,0,1,0
t433,0.12572839381762757,0,0,0,1,0
t698,0.9497018173026556,0,0,0,1,0
t474,0.2447128741307795,0,0,0,1,0
t859,0.12418071935914066,0,0,0,1,0
t321,0.1443987719842981,0,0,0,1,0
t781,0.036515095581272174,0,0,0,1,0
t910,0.2413381716955809,0,0,0,1,0
t426,0.14209215644785897,0,0,0,1,0
t787,-0.2575646953841162,0,0,0,1,0
t962,0.05532156547252856,1,0,0,1,0
t420,0.1455059182894234,0,0,0,1,0
t266,0.07502027329613531,0,0,0,1,0
t797,0.28931273569785915,0,0,0,1,0
t69,0.055485418507764304,0,1,0,1,0
t522,-0.15062261266479957,0,0,0,1,0
t616,0.044514340701164855,0,0,0,1,0
t803,0.04719599167735933,1,0,0,1,0
t873,0.9390405863389633,0,1,0,1,1
t53,0.23521807823047827,1,0,0,1,0
t998,-0.09296296760134756,0,1,1,1,0
t894,0.11012367966743505,0,1,1,1,0
t144,0.0476802825020457,0,0,1,1,0
t240,0.05254990477534026,0,0,1,1,0
t393,-0.24717586649550694,0,0,1,1,0
t697,0.2884160964943217,0,0,1,2,0
t480,-0.09693823156777719,0,0,0,1,0
t496,-0.19512021062665516,0,0,0,1,0
t840,-0.014499945534428314,0,1,0,1,0
t185,0.03078325807572071,0,0,0,1,0
t839,0.12443989769820968,0,0,0,1,0
t328,-0.2490578576529201,0,0,0,1,0
t885,0.06961623041809835,0,0,0,1,0
t815,0.16141908772212604,0,0,0,1,0
t961,0.03714033921365517,0,0,0,1,0
t811,-0.27199399498734106,0,0,0,1,0
t947,-0.19036163205986484,0,1,0,2,0
t178,-0.2538671369134544,0,0,0,1,0
t421,-0.18565249593433783,0,0,0,1,0
t384,0.772882756341403,0,0,0,1,0
t294,0.6042676800768794,0,0,0,1,0
t581,-0.19746909668693782,0,0,0,1,0
t77,-0.005472632482131561,0,0,0,1,0
t506,0.2176815839551839,0,1,0,1,0
t968,-0.19258748491639371,0,1,0,1,0
t653,0.15990302821649385,0,0,0,1,0
t816,-0.0509962559710807,0,0,0,2,0
t928,-0.27623640071630173,0,0,0,1,0
t896,0.270891858747566,0,0,0,1,0
t214,0.27834923562586444,0,1,0,1,0
t447,0.2560100262048535,0,0,0,1,0
t158,-0.07087591378361349,1,0,0,1,0
t261,0.08034186859769298,0,0,0,1,0
t944,0.17852275824475325,0,0,0,1,0
t64,-0.07866314333345159,1,0,0,1,0
t277,-0.17588586277799512,0,0,0,1,0
t341,-0.009195661678631345,0,0,0,1,0
t950,-0.14049866616638362,0,0,0,1,0
t720,-0.2420990157772392,0,0,0,1,0
t887,0.2294547157854132,0,0,0,1,0
t436,0.25943168442338466,0,0,0,1,0
t939,-0.03822147032941549,1,0,0,1,0
t197,0.44666251219057085,0,0,0,1,0
t822,0.08925356161354504,0,0,0,1,0
t295,0.20613236267023724,0,0,0,1,0
t57,0.04541520920831256,1,0,0,1,0
t317,0.16867406309508395,0,0,0,1,0
t210,0.18276762402088764,0,0,0,1,0
t855,0.22603239536341035,0,0,0,1,0
t924,0.23037983227308773,0,0,0,1,0
t49,-0.1590791860097506,0,0,0,1,0
t730,0.049151353471083056,0,0,0,1,0
t819,0.7411093098780691,0,1,0,1,1
t461,3.669671147383581,1,1,0,1,1
t278,0.960225225792636,0,0,1,1,0
t663,0.20841963402981456,0,0,0,1,0
t202,-0.2900139757753227,0,0,0,1,0
t59,-0.057410653987570934,0,0,0,1,0
t856,-0.07417404229443947,0,0,0,1,0
t22,-0.0557624516715943,0,0,0,1,0
t656,0.1870674791843791,0,0,0,1,0
t227,-0.2981901489117984,0,0,0,1,0
t824,4.009559955331543,1,0,0,1,1
t41,0.2227925762447207,0,0,0,1,0
t657,0.09230478056600828,1,0,0,1,0
t675,0.08279778524442764,0,1,0,1,0
t789,-0.04058599014952068,0,0,0,1,0
t120,0.1590933025751611,0,0,0,1,0
t618,-0.216650709180379,0,0,0,1,0
t147,1.4425832745577436,0,0,0,1,0
t366,0.26819801436496493,0,0,0,1,0
t520,-0.0009627036065807831,0,0,0,1,0
t625,-0.0504893331971571,0,0,0,1,0
t305,0.15189474905138275,1,0,0,1,0
t419,0.08019537806085118,0,0,0,1,0
t751,-0.11367662447828428,1,0,0,1,0
t132,0.887614580195378,0,1,0,2,0
t374,-0.055697354430410614,0,0,0,1,0
t967,2.665439380753678,0,1,0,1,1
t281,0.17760523355954863,0,0,0,1,0
t994,-0.018799483953061014,1,1,0,1,0
t148,0.2394758495455536,0,0,0,1,0
t12,0.10828961435110844,0,0,0,1,0
t775,0.0589399619765106,0,0,0,1,0
t451,1.1075136430187678,1,0,0,1,0
t945,-0.004965395276072571,0,0,0,1,0
t9,-0.11072716044063367,0,1,0,1,0
t500,0.2754896511860562,0,0,0,1,0
t296,6.220811735251596,1,0,0,1,1
t291,-0.2478115693529464,0,0,0,1,0
t448,0.17849200032727622,1,0,0,1,0
t344,-0.06694429984383125,1,0,0,1,0
t908,0.20990611570720683,0,0,0,1,0
t660,0.755753799533079,0,0,0,1,0
t350,-0.19479042660933532,0,0,0,1,0
t715,0.27149631741968755,0,0,0,1,0
t454,-0.11019935465929134,0,0,0,1,0
t363,0.024868212146067593,0,0,0,1,0
t635,1.2248229745564774,1,0,0,1,0
t762,0.1676788286125779,0,1,0,1,0
t35,0.766466596668286,0,0,0,1,0
t836,0.06342317889155419,0,0,0,1,0
t596,-0.09723758297958099,1,0,0,1,0
t111,0.26651366929300413,0,0,0,1,0
t610,0.18141630657266317,0,0,0,1,0
t991,0.14477710062010263,0,0,0,1,0
t68,-0.02415715154381453,0,0,0,1,0
t311,0.041029040331889616,0,0,1,1,0
t479,0.21829769031294494,0,0,1,1,0
t972,0.045410712720259476,1,0,1,1,0
t301,-0.13558757300835805,0,0,1,1,0
t754,0.13454109196269595,0,0,1,1,0
t547,-0.22768009196185282,0,0,1,1,0
t215,0.2620012939400476,0,0,0,1,0
t471,0.2456027069295889,0,0,0,1,0
t78,-0.01336672074486852,0,0,0,1,0
t239,-0.07735292884983455,0,0,0,1,0
t886,0.004961649936377782,0,0,0,1,0
t159,-0.07727250037438235,0,0,0,1,0
t100,0.10461381584750118,1,0,0,1,0
t121,6.896181870541124,0,1,0,1,1
t508,3.575707793467538,1,1,0,1,1
t17,4.187819289363308,1,0,0,1,1
t475,0.02623869705462433,0,0,0,1,0
t368,-0.2925827088929733,0,0,0,1,0
t300,-0.2052106139114522,1,0,0,1,0
t97,1.355468597384812,0,0,0,1,0
t409,-0.20436184166648144,0,0,0,1,0
t15,0.07518263520260679,0,0,0,1,0
t387,0.034950086975599745,0,0,0,1,0
t766,0.1411025851643021,0,0,0,1,0
t389,0.4982387885991121,0,0,0,1,0
t477,0.02166395122720346,0,1,0,1,0
t323,-0.13061528635299122,0,0,0,1,0
t192,-0.0927763219164347,0,0,0,1,0
t28,0.8901329284478946,0,0,0,1,0
t534,-0.06683869419107064,0,0,0,1,0
t721,0.14771895381339026,0,0,0,1,0
t446,0.971833425014771,0,1,0,1,1
t956,0.043129438774866524,0,0,0,1,0
t348,0.8315989247283405,0,0,0,1,0
t954,-0.2725483385434758,0,0,0,1,0
t381,-0.09077594132865784,0,0,0,1,0
t575,-0.2745502419555595,0,0,0,1,0
t505,1.1656519510815775,0,0,0,1,0
t473,-0.2739449366485663,0,0,0,1,0
t563,-0.06769655481531277,1,0,0,1,0
t878,0.04704324418200763,0,0,0,1,0
t107,4.957697499040314,0,1,0,1,1
t254,0.284305245024374,1,0,0,1,0
t621,4.067756180612209,1,1,1,1,1
t708,0.11270551117286094,0,0,1,1,0
t820,0.10852308180424086,0,0,1,1,0
t753,1.0455410574661002,1,0,1,1,1
t212,3.951767545312574,1,1,1,1,1
t371,-0.10110305403395799,0,1,0,1,0
t761,-0.20386433634357312,0,0,0,1,0
t536,-0.05042609903517653,0,0,0,1,0
t273,-0.24901211989121466,0,0,0,1,0
t223,-0.017502863688430754,0,0,0,1,0
t659,-0.11560438935637925,0,0,0,1,0
t80,-0.03436726173828226,1,0,0,1,0
t453,-0.1838994200599413,0,0,0,1,0
t620,-0.09344029521148155,0,1,0,1,0
t196,0.20570641649094112,0,0,0,1,0
t976,0.9122051473892382,0,0,0,1,0
t881,0.763071414410247,0,0,0,1,0
t457,-0.2888218491666768,0,0,0,1,0
t578,0.11766931994500016,0,0,0,1,0
t378,-0.14480546444340306,0,0,0,1,0
t450,0.08755656861440171,0,0,0,1,0
t654,-0.23593793452877548,0,0,0,2,0
t565,0.06322145356553915,0,0,0,1,0
t342,0.18641182742069082,0,0,0,1,0
t760,0.2764499385672375,1,0,0,1,0
t367,0.13626216608412495,0,0,0,1,0
t29,0.04180471098063881,0,0,0,1,0
t979,-0.22960605205614734,0,0,0,1,0
t741,0.7422937360260967,0,0,0,1,0
t573,-0.15193059819406318,0,0,0,1,0
t160,0.008011782518472099,0,1,0,1,0
t361,0.09662456061505874,0,0,0,1,0
t884,0.25449279123353713,0,0,0,1,0
t163,-0.2524660495912438,0,0,0,1,0
t648,-0.03504716264785782,0,0,0,1,0
t438,-0.17198837916357002,0,0,0,1,0
